"customer_number","customer_name","contact_last_name","contact_first_name","city","state","order_ym","required_ym","profit_each","cost_each","price_each","total_sale","office_state","office_city","buy_price","product_name","product_line","order_date","office_code","product_vendor"
151,"Muscle Machine Inc","Young","Jeff","NYC","NY",201507,201507,34.24,50.51,"",3390,"NY","NYC",50.51,"1969 Chevrolet Camaro Z28","Classic Cars","2015-07-02",3,"Exoto Designs"
151,"Muscle Machine Inc","Young","Jeff","NYC","NY",201507,201507,42.83,62.11,"","","NY","NYC",62.11,"2002 Chevy Corvette","Classic Cars","2015-07-02",3,"Gearbox Collectibles"
151,"Muscle Machine Inc","Young","Jeff","NYC","NY",201507,201507,13.13,21.75,"","","NY","NYC",21.75,"1936 Mercedes Benz 500k Roadster","Vintage Cars","2015-07-02",3,"Red Start Diecast"
151,"Muscle Machine Inc","Young","Jeff","NYC","NY",201602,201602,37.06,34.21,"","","NY","NYC",34.21,"1957 Ford Thunderbird","Classic Cars","2016-02-07",3,"Studio M Art Models"
151,"Muscle Machine Inc","Young","Jeff","NYC","NY",201602,201602,22.78,49.24,"","","NY","NYC",49.24,"1970 Chevy Chevelle SS 454","Classic Cars","2016-02-07",3,"Unimax Art Galleries"
151,"Muscle Machine Inc","Young","Jeff","NYC","NY",201602,201602,29.08,47.25,"","","NY","NYC",47.25,"1949 Jaguar XK 120","Classic Cars","2016-02-07",3,"Classic Metal Creations"
151,"Muscle Machine Inc","Young","Jeff","NYC","NY",201602,201602,21.13,72.81,"","","NY","NYC",72.81,"1952 Citroen-15CV","Classic Cars","2016-02-07",3,"Exoto Designs"
151,"Muscle Machine Inc","Young","Jeff","NYC","NY",201602,201602,33.39,50.51,"","","NY","NYC",50.51,"1969 Chevrolet Camaro Z28","Classic Cars","2016-02-07",3,"Exoto Designs"
151,"Muscle Machine Inc","Young","Jeff","NYC","NY",201602,201602,36.4,62.11,"","","NY","NYC",62.11,"2002 Chevy Corvette","Classic Cars","2016-02-07",3,"Gearbox Collectibles"
151,"Muscle Machine Inc","Young","Jeff","NYC","NY",201607,201607,83.05,83.05,"","","NY","NYC",83.05,"1969 Ford Falcon","Classic Cars","2016-07-01",3,"Second Gear Diecast"
151,"Muscle Machine Inc","Young","Jeff","NYC","NY",201607,201607,59.25,55.7,"","","NY","NYC",55.7,"1957 Chevy Pickup","Trucks and Buses","2016-07-01",3,"Exoto Designs"
151,"Muscle Machine Inc","Young","Jeff","NYC","NY",201607,201607,40.94,101.51,"","","NY","NYC",101.51,"1998 Chrysler Plymouth Prowler","Classic Cars","2016-07-01",3,"Gearbox Collectibles"
151,"Muscle Machine Inc","Young","Jeff","NYC","NY",201607,201607,42.96,74.86,"","","NY","NYC",74.86,"1964 Mercedes Tour Bus","Trucks and Buses","2016-07-01",3,"Unimax Art Galleries"
151,"Muscle Machine Inc","Young","Jeff","NYC","NY",201607,201607,86.36,77.9,"","","NY","NYC",77.9,"1992 Ferrari 360 Spider red","Classic Cars","2016-07-01",3,"Unimax Art Galleries"
151,"Muscle Machine Inc","Young","Jeff","NYC","NY",201607,201607,48.83,91.92,"","","NY","NYC",91.92,"1970 Triumph Spitfire","Classic Cars","2016-07-01",3,"Min Lin Diecast"
151,"Muscle Machine Inc","Young","Jeff","NYC","NY",201607,201607,17.92,32.36,"","","NY","NYC",32.36,"1970 Dodge Coronet","Classic Cars","2016-07-01",3,"Highway 66 Mini Classics"
151,"Muscle Machine Inc","Young","Jeff","NYC","NY",201607,201607,15.56,15.91,"","","NY","NYC",15.91,"1958 Chevy Corvette Limited Edition","Classic Cars","2016-07-01",3,"Carousel DieCast Legends"
151,"Muscle Machine Inc","Young","Jeff","NYC","NY",201607,201607,41.4,69.78,"","","NY","NYC",69.78,"1992 Porsche Cayenne Turbo Silver","Classic Cars","2016-07-01",3,"Exoto Designs"
151,"Muscle Machine Inc","Young","Jeff","NYC","NY",201607,201607,18.39,25.98,"","","NY","NYC",25.98,"1954 Greyhound Scenicruiser","Trucks and Buses","2016-07-01",3,"Classic Metal Creations"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201602,201602,91.43,95.59,"","","MA","Boston",95.59,"2001 Ferrari Enzo","Classic Cars","2016-02-20",2,"Second Gear Diecast"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201602,201602,34.75,89.14,"","","MA","Boston",89.14,"1969 Corvair Monza","Classic Cars","2016-02-20",2,"Welly Diecast Productions"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201602,201602,65.75,83.05,"","","MA","Boston",83.05,"1969 Ford Falcon","Classic Cars","2016-02-20",2,"Second Gear Diecast"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201602,201602,34.47,91.92,"","","MA","Boston",91.92,"1970 Triumph Spitfire","Classic Cars","2016-02-20",2,"Min Lin Diecast"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201602,201602,29.83,26.72,"","","MA","Boston",26.72,"1950’s Chicago Surface Lines Streetcar","Trains","2016-02-20",2,"Gearbox Collectibles"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201602,201602,16.39,37.49,"","","MA","Boston",37.49,"1962 City of Detroit Streetcar","Trains","2016-02-20",2,"Classic Metal Creations"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201603,201603,29.55,103.42,"","","MA","Boston",103.42,"1962 LanciaA Delta 16V","Classic Cars","2016-03-19",2,"Second Gear Diecast"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201603,201603,49.2,77.9,"","","MA","Boston",77.9,"1958 Setra Bus","Trucks and Buses","2016-03-19",2,"Welly Diecast Productions"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201603,201603,42.66,55.7,"","","MA","Boston",55.7,"1957 Chevy Pickup","Trucks and Buses","2016-03-19",2,"Exoto Designs"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201603,201603,39.28,74.86,"","","MA","Boston",74.86,"1964 Mercedes Tour Bus","Trucks and Buses","2016-03-19",2,"Unimax Art Galleries"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201603,201603,31.6,24.92,"","","MA","Boston",24.92,"1926 Ford Fire Engine","Trucks and Buses","2016-03-19",2,"Carousel DieCast Legends"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201603,201603,57.57,77.9,"","","MA","Boston",77.9,"1992 Ferrari 360 Spider red","Classic Cars","2016-03-19",2,"Unimax Art Galleries"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201603,201603,12.1,84.76,"","","MA","Boston",84.76,"1940s Ford truck","Trucks and Buses","2016-03-19",2,"Motor City Art Classics"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201603,201603,19.62,23.14,"","","MA","Boston",23.14,"1939 Cadillac Limousine","Vintage Cars","2016-03-19",2,"Studio M Art Models"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201603,201603,51.12,61.34,"","","MA","Boston",61.34,"1962 Volkswagen Microbus","Trucks and Buses","2016-03-19",2,"Autoart Studio Design"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201603,201603,18.04,15.91,"",679,"MA","Boston",15.91,"1958 Chevy Corvette Limited Edition","Classic Cars","2016-03-19",2,"Carousel DieCast Legends"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201603,201603,26.97,53.93,"","","MA","Boston",53.93,"1980’s GM Manhattan Express","Trucks and Buses","2016-03-19",2,"Motor City Art Classics"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201603,201603,18.93,25.98,"","","MA","Boston",25.98,"1954 Greyhound Scenicruiser","Trucks and Buses","2016-03-19",2,"Classic Metal Creations"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201603,201603,25.86,33.61,"","","MA","Boston",33.61,"1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses","2016-03-19",2,"Red Start Diecast"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201603,201603,42.48,46.53,"","","MA","Boston",46.53,"1982 Camaro Z28","Classic Cars","2016-03-19",2,"Carousel DieCast Legends"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201606,201606,35.4,48.81,"","","MA","Boston",48.81,"1969 Harley Davidson Ultimate Chopper","Motorcycles","2016-06-02",2,"Min Lin Diecast"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201606,201606,33.29,68.98,"","","MA","Boston",68.98,"1996 Moto Guzzi 1100i","Motorcycles","2016-06-02",2,"Highway 66 Mini Classics"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201606,201606,98.77,91.02,"","","MA","Boston",91.02,"2003 Harley-Davidson Eagle Drag Bike","Motorcycles","2016-06-02",2,"Red Start Diecast"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201606,201606,32.95,49,"","","MA","Boston",49,"P-51-D Mustang","Planes","2016-06-02",2,"Gearbox Collectibles"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201606,201606,25.44,24.23,"","","MA","Boston",24.23,"1936 Harley Davidson El Knucklehead","Motorcycles","2016-06-02",2,"Welly Diecast Productions"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201606,201606,32.68,60.86,"","","MA","Boston",60.86,"1997 BMW R 1100 S","Motorcycles","2016-06-02",2,"Autoart Studio Design"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201606,201606,23.62,37.32,"","","MA","Boston",37.32,"1960 BSA Gold Star DBD34","Motorcycles","2016-06-02",2,"Highway 66 Mini Classics"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201606,201606,14.99,66.92,"","","MA","Boston",66.92,"1997 BMW F650 ST","Motorcycles","2016-06-02",2,"Exoto Designs"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201606,201606,42.71,59.33,"",5102,"MA","Boston",59.33,"ATA: B757-300","Planes","2016-06-02",2,"Highway 66 Mini Classics"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201612,201701,30.82,60.62,"","","MA","Boston",60.62,"1937 Lincoln Berline","Vintage Cars","2016-12-30",2,"Motor City Art Classics"
157,"Diecast Classics Inc.","Leong","Kelvin","Allentown","PA",201612,201701,23.18,24.26,"",1186,"MA","Boston",24.26,"1936 Mercedes-Benz 500K Special Roadster","Vintage Cars","2016-12-30",2,"Studio M Art Models"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201502,201503,87.86,98.58,"","","CA","San Francisco",98.58,"1952 Alpine Renault 1300","Classic Cars","2015-02-24",1,"Classic Metal Creations"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201502,201503,28.07,103.42,"","","CA","San Francisco",103.42,"1962 LanciaA Delta 16V","Classic Cars","2015-02-24",1,"Second Gear Diecast"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201502,201503,41,77.9,"","","CA","San Francisco",77.9,"1958 Setra Bus","Trucks and Buses","2015-02-24",1,"Welly Diecast Productions"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201502,201503,37.34,58.33,"","","CA","San Francisco",58.33,"1940 Ford Pickup Truck","Trucks and Buses","2015-02-24",1,"Studio M Art Models"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201502,201503,26.13,24.92,"","","CA","San Francisco",24.92,"1926 Ford Fire Engine","Trucks and Buses","2015-02-24",1,"Carousel DieCast Legends"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201502,201503,15.74,84.76,"",4020,"CA","San Francisco",84.76,"1940s Ford truck","Trucks and Buses","2015-02-24",1,"Motor City Art Classics"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201502,201503,17.11,23.14,"","","CA","San Francisco",23.14,"1939 Cadillac Limousine","Vintage Cars","2015-02-24",1,"Studio M Art Models"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201502,201503,57.5,61.34,"","","CA","San Francisco",61.34,"1962 Volkswagen Microbus","Trucks and Buses","2015-02-24",1,"Autoart Studio Design"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201502,201503,33.71,53.93,"","","CA","San Francisco",53.93,"1980’s GM Manhattan Express","Trucks and Buses","2015-02-24",1,"Motor City Art Classics"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201502,201503,28.44,33.61,"","","CA","San Francisco",33.61,"1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses","2015-02-24",1,"Red Start Diecast"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201502,201503,54.62,46.53,"","","CA","San Francisco",46.53,"1982 Camaro Z28","Classic Cars","2015-02-24",1,"Carousel DieCast Legends"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201505,201506,45.93,48.81,"","","CA","San Francisco",48.81,"1969 Harley Davidson Ultimate Chopper","Motorcycles","2015-05-28",1,"Min Lin Diecast"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201505,201506,28.54,68.98,"","","CA","San Francisco",68.98,"1996 Moto Guzzi 1100i","Motorcycles","2015-05-28",1,"Highway 66 Mini Classics"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201505,201506,69.72,91.02,"","","CA","San Francisco",91.02,"2003 Harley-Davidson Eagle Drag Bike","Motorcycles","2015-05-28",1,"Red Start Diecast"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201505,201506,26.19,49,"","","CA","San Francisco",49,"P-51-D Mustang","Planes","2015-05-28",1,"Gearbox Collectibles"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201505,201506,24.83,24.23,"","","CA","San Francisco",24.23,"1936 Harley Davidson El Knucklehead","Motorcycles","2015-05-28",1,"Welly Diecast Productions"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201505,201506,42.82,60.86,"",5184,"CA","San Francisco",60.86,"1997 BMW R 1100 S","Motorcycles","2015-05-28",1,"Autoart Studio Design"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201505,201506,26.27,66.73,"","","CA","San Francisco",66.73,"1928 British Royal Navy Airplane","Planes","2015-05-28",1,"Classic Metal Creations"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201505,201506,35.04,37.32,"","","CA","San Francisco",37.32,"1960 BSA Gold Star DBD34","Motorcycles","2015-05-28",1,"Highway 66 Mini Classics"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201505,201506,27.98,29.34,"","","CA","San Francisco",29.34,"Corsair F4U ( Bird Cage)","Planes","2015-05-28",1,"Second Gear Diecast"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201505,201506,31.87,36.22,"","","CA","San Francisco",36.22,"1900s Vintage Tri-Plane","Planes","2015-05-28",1,"Unimax Art Galleries"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201505,201506,22.98,66.92,"","","CA","San Francisco",66.92,"1997 BMW F650 ST","Motorcycles","2015-05-28",1,"Exoto Designs"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201505,201506,24.76,33.02,"","","CA","San Francisco",33.02,"1928 Ford Phaeton Deluxe","Vintage Cars","2015-05-28",1,"Highway 66 Mini Classics"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201505,201506,12.65,27.06,"","","CA","San Francisco",27.06,"1930 Buick Marquette Phaeton","Vintage Cars","2015-05-28",1,"Studio M Art Models"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201505,201506,40.19,51.15,"","","CA","San Francisco",51.15,"American Airlines: B767-300","Planes","2015-05-28",1,"Min Lin Diecast"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201505,201506,18.95,68.8,"","","CA","San Francisco",68.8,"America West Airlines B757-200","Planes","2015-05-28",1,"Motor City Art Classics"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201505,201506,35.59,59.33,"","","CA","San Francisco",59.33,"ATA: B757-300","Planes","2015-05-28",1,"Highway 66 Mini Classics"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201505,201506,17.6,54.4,72,3456,"CA","San Francisco",54.4,"F/A 18 Hornet 1/72","Planes","2015-05-28",1,"Motor City Art Classics"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201505,201506,31.1,36.27,"","","CA","San Francisco",36.27,"American Airlines: MD-11S","Planes","2015-05-28",1,"Second Gear Diecast"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201606,201606,33.32,36.22,"","","CA","San Francisco",36.22,"1900s Vintage Tri-Plane","Planes","2016-06-02",1,"Unimax Art Galleries"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201608,201608,91.02,91.02,"","","CA","San Francisco",91.02,"2003 Harley-Davidson Eagle Drag Bike","Motorcycles","2016-08-05",1,"Red Start Diecast"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201608,201608,64.77,66.27,"","","CA","San Francisco",66.27,"2002 Suzuki XREO","Motorcycles","2016-08-05",1,"Unimax Art Galleries"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201608,201608,29.68,24.23,"","","CA","San Francisco",24.23,"1936 Harley Davidson El Knucklehead","Motorcycles","2016-08-05",1,"Welly Diecast Productions"
161,"Technics Stores Inc.","Hashimoto","Juri","Burlingame","CA",201608,201608,30.43,60.86,"","","CA","San Francisco",60.86,"1997 BMW R 1100 S","Motorcycles","2016-08-05",1,"Autoart Studio Design"
173,"Cambridge Collectables Co.","Tseng","Jerry","Cambridge","MA",201510,201510,115.72,98.58,"","","MA","Boston",98.58,"1952 Alpine Renault 1300","Classic Cars","2015-10-10",2,"Classic Metal Creations"
173,"Cambridge Collectables Co.","Tseng","Jerry","Cambridge","MA",201510,201510,42.01,58.33,"","","MA","Boston",58.33,"1940 Ford Pickup Truck","Trucks and Buses","2015-10-10",2,"Studio M Art Models"
173,"Cambridge Collectables Co.","Tseng","Jerry","Cambridge","MA",201510,201510,40.53,60.78,"","","MA","Boston",60.78,"1913 Ford Model T Speedster","Vintage Cars","2015-10-10",2,"Carousel DieCast Legends"
173,"Cambridge Collectables Co.","Tseng","Jerry","Cambridge","MA",201510,201510,23.11,34.35,"","","MA","Boston",34.35,"1934 Ford V8 Coupe","Vintage Cars","2015-10-10",2,"Min Lin Diecast"
173,"Cambridge Collectables Co.","Tseng","Jerry","Cambridge","MA",201510,201510,39.79,60.74,"","","MA","Boston",60.74,"18th Century Vintage Horse Carriage","Vintage Cars","2015-10-10",2,"Red Start Diecast"
173,"Cambridge Collectables Co.","Tseng","Jerry","Cambridge","MA",201510,201510,27.27,57.46,"","","MA","Boston",57.46,"1936 Chrysler Airflow","Vintage Cars","2015-10-10",2,"Second Gear Diecast"
173,"Cambridge Collectables Co.","Tseng","Jerry","Cambridge","MA",201512,201512,24.35,64.58,"","","MA","Boston",64.58,"1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars","2015-12-08",2,"Exoto Designs"
173,"Cambridge Collectables Co.","Tseng","Jerry","Cambridge","MA",201512,201512,20.56,34.25,"","","MA","Boston",34.25,"1900s Vintage Bi-Plane","Planes","2015-12-08",2,"Autoart Studio Design"
173,"Cambridge Collectables Co.","Tseng","Jerry","Cambridge","MA",201512,201512,39.45,26.3,"","","MA","Boston",26.3,"1937 Horch 930V Limousine","Vintage Cars","2015-12-08",2,"Autoart Studio Design"
173,"Cambridge Collectables Co.","Tseng","Jerry","Cambridge","MA",201512,201512,46.16,39.83,"","","MA","Boston",39.83,"HMS Bounty","Ships","2015-12-08",2,"Unimax Art Galleries"
173,"Cambridge Collectables Co.","Tseng","Jerry","Cambridge","MA",201512,201512,16.39,32.77,"","","MA","Boston",32.77,"Boeing X-32A JSF","Planes","2015-12-08",2,"Motor City Art Classics"
175,"Gift Depot Inc.","King","Julie","Bridgewater","CT",201506,201506,43.55,65.95,"","","NY","NYC",65.95,"1965 Aston Martin DB5","Classic Cars","2015-06-05",3,"Classic Metal Creations"
175,"Gift Depot Inc.","King","Julie","Bridgewater","CT",201506,201506,60.72,56.76,"","","NY","NYC",56.76,"1999 Indy 500 Monte Carlo SS","Classic Cars","2015-06-05",3,"Red Start Diecast"
175,"Gift Depot Inc.","King","Julie","Bridgewater","CT",201506,201506,77.7,62.16,"","","NY","NYC",62.16,"1948 Porsche Type 356 Roadster","Classic Cars","2015-06-05",3,"Gearbox Collectibles"
175,"Gift Depot Inc.","King","Julie","Bridgewater","CT",201506,201506,11.76,49.24,61,1952,"NY","NYC",49.24,"1970 Chevy Chevelle SS 454","Classic Cars","2015-06-05",3,"Unimax Art Galleries"
175,"Gift Depot Inc.","King","Julie","Bridgewater","CT",201506,201506,14.09,29.18,"","","NY","NYC",29.18,"1966 Shelby Cobra 427 S/C","Classic Cars","2015-06-05",3,"Carousel DieCast Legends"
175,"Gift Depot Inc.","King","Julie","Bridgewater","CT",201506,201506,32.72,47.25,"","","NY","NYC",47.25,"1949 Jaguar XK 120","Classic Cars","2015-06-05",3,"Classic Metal Creations"
175,"Gift Depot Inc.","King","Julie","Bridgewater","CT",201506,201506,27.4,50.51,"","","NY","NYC",50.51,"1969 Chevrolet Camaro Z28","Classic Cars","2015-06-05",3,"Exoto Designs"
175,"Gift Depot Inc.","King","Julie","Bridgewater","CT",201506,201506,25.7,62.11,"","","NY","NYC",62.11,"2002 Chevy Corvette","Classic Cars","2015-06-05",3,"Gearbox Collectibles"
175,"Gift Depot Inc.","King","Julie","Bridgewater","CT",201601,201602,40.19,48.81,89,3026,"NY","NYC",48.81,"1969 Harley Davidson Ultimate Chopper","Motorcycles","2016-01-28",3,"Min Lin Diecast"
175,"Gift Depot Inc.","King","Julie","Bridgewater","CT",201601,201602,38.06,68.98,"",4282,"NY","NYC",68.98,"1996 Moto Guzzi 1100i","Motorcycles","2016-01-28",3,"Highway 66 Mini Classics"
175,"Gift Depot Inc.","King","Julie","Bridgewater","CT",201601,201602,102.64,91.02,"","","NY","NYC",91.02,"2003 Harley-Davidson Eagle Drag Bike","Motorcycles","2016-01-28",3,"Red Start Diecast"
175,"Gift Depot Inc.","King","Julie","Bridgewater","CT",201601,201602,57.24,66.27,"","","NY","NYC",66.27,"2002 Suzuki XREO","Motorcycles","2016-01-28",3,"Unimax Art Galleries"
175,"Gift Depot Inc.","King","Julie","Bridgewater","CT",201601,201602,18.57,49,"","","NY","NYC",49,"P-51-D Mustang","Planes","2016-01-28",3,"Gearbox Collectibles"
175,"Gift Depot Inc.","King","Julie","Bridgewater","CT",201601,201602,26.04,24.23,"","","NY","NYC",24.23,"1936 Harley Davidson El Knucklehead","Motorcycles","2016-01-28",3,"Welly Diecast Productions"
175,"Gift Depot Inc.","King","Julie","Bridgewater","CT",201601,201602,48.46,60.86,"","","NY","NYC",60.86,"1997 BMW R 1100 S","Motorcycles","2016-01-28",3,"Autoart Studio Design"
175,"Gift Depot Inc.","King","Julie","Bridgewater","CT",201601,201602,29.71,37.32,"","","NY","NYC",37.32,"1960 BSA Gold Star DBD34","Motorcycles","2016-01-28",3,"Highway 66 Mini Classics"
175,"Gift Depot Inc.","King","Julie","Bridgewater","CT",201601,201602,23.18,36.22,"","","NY","NYC",36.22,"1900s Vintage Tri-Plane","Planes","2016-01-28",3,"Unimax Art Galleries"
175,"Gift Depot Inc.","King","Julie","Bridgewater","CT",201601,201602,26.98,66.92,"","","NY","NYC",66.92,"1997 BMW F650 ST","Motorcycles","2016-01-28",3,"Exoto Designs"
175,"Gift Depot Inc.","King","Julie","Bridgewater","CT",201601,201602,58.13,59.33,"","","NY","NYC",59.33,"ATA: B757-300","Planes","2016-01-28",3,"Highway 66 Mini Classics"
175,"Gift Depot Inc.","King","Julie","Bridgewater","CT",201612,201612,105.98,95.59,"","","NY","NYC",95.59,"2001 Ferrari Enzo","Classic Cars","2016-12-05",3,"Second Gear Diecast"
175,"Gift Depot Inc.","King","Julie","Bridgewater","CT",201612,201612,55.9,89.14,"","","NY","NYC",89.14,"1969 Corvair Monza","Classic Cars","2016-12-05",3,"Welly Diecast Productions"
175,"Gift Depot Inc.","King","Julie","Bridgewater","CT",201612,201612,89.97,83.05,"","","NY","NYC",83.05,"1969 Ford Falcon","Classic Cars","2016-12-05",3,"Second Gear Diecast"
175,"Gift Depot Inc.","King","Julie","Bridgewater","CT",201612,201612,41.65,91.92,"","","NY","NYC",91.92,"1970 Triumph Spitfire","Classic Cars","2016-12-05",3,"Min Lin Diecast"
175,"Gift Depot Inc.","King","Julie","Bridgewater","CT",201612,201612,29.83,26.72,"","","NY","NYC",26.72,"1950’s Chicago Surface Lines Streetcar","Trains","2016-12-05",3,"Gearbox Collectibles"
175,"Gift Depot Inc.","King","Julie","Bridgewater","CT",201612,201612,15.82,37.49,"","","NY","NYC",37.49,"1962 City of Detroit Streetcar","Trains","2016-12-05",3,"Classic Metal Creations"
177,"Osaka Souveniers Co.","Kentary","Mory","Kita-ku","Osaka",201508,201508,44,68.98,"","","Chiyoda-Ku","Tokyo",68.98,"1996 Moto Guzzi 1100i","Motorcycles","2015-08-12",5,"Highway 66 Mini Classics"
177,"Osaka Souveniers Co.","Kentary","Mory","Kita-ku","Osaka",201508,201508,98.77,91.02,"","","Chiyoda-Ku","Tokyo",91.02,"2003 Harley-Davidson Eagle Drag Bike","Motorcycles","2015-08-12",5,"Red Start Diecast"
177,"Osaka Souveniers Co.","Kentary","Mory","Kita-ku","Osaka",201508,201508,64.65,77.27,"","","Chiyoda-Ku","Tokyo",77.27,"1980s Black Hawk Helicopter","Planes","2015-08-12",5,"Red Start Diecast"
177,"Osaka Souveniers Co.","Kentary","Mory","Kita-ku","Osaka",201508,201508,19.43,49,"","","Chiyoda-Ku","Tokyo",49,"P-51-D Mustang","Planes","2015-08-12",5,"Gearbox Collectibles"
177,"Osaka Souveniers Co.","Kentary","Mory","Kita-ku","Osaka",201508,201508,27.25,24.23,"","","Chiyoda-Ku","Tokyo",24.23,"1936 Harley Davidson El Knucklehead","Motorcycles","2015-08-12",5,"Welly Diecast Productions"
177,"Osaka Souveniers Co.","Kentary","Mory","Kita-ku","Osaka",201508,201508,33.93,66.73,"","","Chiyoda-Ku","Tokyo",66.73,"1928 British Royal Navy Airplane","Planes","2015-08-12",5,"Classic Metal Creations"
177,"Osaka Souveniers Co.","Kentary","Mory","Kita-ku","Osaka",201508,201508,25.9,37.32,"","","Chiyoda-Ku","Tokyo",37.32,"1960 BSA Gold Star DBD34","Motorcycles","2015-08-12",5,"Highway 66 Mini Classics"
177,"Osaka Souveniers Co.","Kentary","Mory","Kita-ku","Osaka",201508,201508,27.3,29.34,"","","Chiyoda-Ku","Tokyo",29.34,"Corsair F4U ( Bird Cage)","Planes","2015-08-12",5,"Second Gear Diecast"
177,"Osaka Souveniers Co.","Kentary","Mory","Kita-ku","Osaka",201508,201508,31.87,36.22,"",2724,"Chiyoda-Ku","Tokyo",36.22,"1900s Vintage Tri-Plane","Planes","2015-08-12",5,"Unimax Art Galleries"
177,"Osaka Souveniers Co.","Kentary","Mory","Kita-ku","Osaka",201508,201508,17.98,66.92,"","","Chiyoda-Ku","Tokyo",66.92,"1997 BMW F650 ST","Motorcycles","2015-08-12",5,"Exoto Designs"
177,"Osaka Souveniers Co.","Kentary","Mory","Kita-ku","Osaka",201508,201508,24.08,33.02,"","","Chiyoda-Ku","Tokyo",33.02,"1928 Ford Phaeton Deluxe","Vintage Cars","2015-08-12",5,"Highway 66 Mini Classics"
